DATE,Observation time,Showalter index,Lifted index,LIFT computed using virtual temperature,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Equivalent potential temp [K] of the LCL,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
1990 JUL 31, 900731/0000,-0.24,25.22,25.12,36.39,20.71,22.15,42.86,0,0,0,0,N/A,N/A,N/A,N/A,254.77,599.58,299.64,294.92,2.47,5704.22,49.71
1990 AUG 1, 900801/0000,-0.68,-1.79,-2.2,37.61,21,22.13,43.13,287.95,373.44,-24.7,-22.51,N/A,N/A,847.11,856.6,295.9,961.52,353.44,299.26,18.51,5785.59,61.61
1990 AUG 6, 900806/0000,-3.87,-2.76,-3.11,35.01,23.64,23.74,47.38,9439.39,9578.41,-61.6,-54.08,N/A,N/A,654.18,737.58,296.41,967.14,354.9,299.28,19,5571.1,72.79
1990 AUG 7, 900807/0000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,3.35,0,-31.51,N/A,597.91,N/A,614.67,294.72,965.58,347.46,297.71,17.13,N/A,57.23
1990 AUG 8, 900808/0000,1.12,-2.33,-2.71,34.34,20.18,23.27,43.46,465.06,569.88,-13.87,-10.4,323.84,326.54,869.87,886.08,293.8,952.05,345.65,297.98,16.39,5708.65,54.29
1990 AUG 10, 900810/0000,2.49,1.22,1.13,33.89,19.01,19.94,38.95,51.96,75.52,-4.75,-2.23,590.63,576.05,883.52,902.56,293.87,962.08,344.37,297.16,16.3,5705.48,57.46
1990 AUG 11, 900811/0000,-0.75,0.04,0,38.76,21.33,21.33,42.66,128.66,157.79,-35.81,-41.68,250.32,248.55,790.07,789.2,295.16,969.79,348.72,297.78,17.52,5783.19,70.56
1990 AUG 12, 900812/0000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.62,32.13,-42.49,-33.16,738.6,626.56,804.18,819.16,294.94,956.26,349.96,298.76,17.53,N/A,50.94
1990 AUG 15, 900815/0000,2.11,-1.23,-1.83,32.7,19.1,20.5,39.6,1275.66,1423.7,-0.73,-0.14,162.28,161.17,934.43,942.29,295.62,967.83,351.1,298.43,18.1,5759.36,57.94
1990 AUG 16, 900816/0000,3.42,0.23,-0.27,32.41,18.23,19.57,37.8,246.59,323.56,-5.32,-3.02,536.1,492.01,910.48,915.35,294.23,954.45,347.11,298.21,16.82,5740.16,52.88
1990 AUG 19, 900819/0000,2.03,46.79,47.07,35.1,18.7,20.3,39,0,0,0,0,N/A,N/A,N/A,N/A,263.26,944.43,272.93,267.67,2.08,5770.75,43.52
1990 AUG 20, 900820/0000,0.68,38.21,38.19,29.92,19.17,23.67,42.84,0,0,0,0,N/A,N/A,N/A,N/A,264.9,875.65,281.83,275.31,11.74,5798.33,44.65
1990 AUG 21, 900821/0000,-42.68,-48.07,-49.13,80.5,62.5,69.5,132,1902.47,2114.66,-63.98,-31.42,310.68,312.49,755.47,847.12,295.49,959.95,351.8,298.98,18.07,5781,44.57
1990 AUG 24, 900824/0000,2.95,1.78,1.11,29.7,17.5,20.1,37.6,0.74,9.09,-70.89,-58.87,737.63,537.96,765.73,780.35,294.27,948.54,348.26,298.78,16.96,5782,54.15
1990 AUG 25, 900825/0000,-0.95,-2.21,-2.97,25.4,21.4,21.93,43.33,1091.47,1294.3,-15.4,-16.39,202.4,202.27,877.64,878.86,296.32,967.76,354.37,299.13,18.88,5783.78,57.24
1990 AUG 26, 900826/0000,0.34,10.61,10.39,30.1,20.3,22.1,42.4,0,0,0,0,N/A,N/A,N/A,N/A,302.24,1398.92,323.2,274.76,18.51,5780,55
1990 AUG 30, 900830/0000,2.01,0.25,-0.49,20.9,19.1,20.7,39.8,0.51,45.56,-32.46,-28.23,744.68,478.81,854.04,863.87,293.84,944.73,347,298.68,16.79,5782,45.94
1990 SEP 1, 900901/0000,1.87,0.32,-0.83,29.1,18.3,19.7,38,208.7,429.65,-40.93,-36.62,264.34,266.15,852.53,861.27,295.94,951.39,355.36,300.21,18.76,5800,50.8
1990 SEP 3, 900903/0000,2.62,-1.21,-2.31,24.5,18.3,20.3,38.6,667.41,974.97,-3.54,-1.48,265.11,266.3,916.54,928.53,295.81,959.47,353.38,299.36,18.49,5769.1,40.09
1990 SEP 5, 900905/0000,-0.19,-1.67,-1.97,34.9,21.1,23.5,44.6,182.9,244.43,-86.85,-61.28,319.08,325.67,637.33,789.91,293.55,945.08,345.71,298.36,16.26,5750,55.74
1990 SEP 7, 900907/0000,1.63,-0.68,-1.16,32.3,18.9,21.9,40.8,337.77,455.09,-43.63,-20.84,N/A,N/A,691.81,823.35,294.62,950.14,349.53,298.99,17.32,5788.99,55.98
1990 SEP 10, 900910/0000,1.07,-1.91,-2.57,33.1,18.9,22.9,41.8,1033.93,1212.79,-39.44,-19.91,N/A,N/A,789.14,835.35,295.73,955.69,353.67,299.63,18.47,5780.69,55.78
1990 SEP 11, 900911/0000,-0.02,-1.81,-2.42,26.1,20.1,23.1,43.2,784.01,955.37,-83.06,-35.9,206.9,206.96,659.58,782.54,294.95,943.1,352.18,299.95,17.79,5779,50.25
1990 SEP 12, 900912/0000,1.53,1.65,1.55,26,19,21.9,40.9,0,0,0,0,N/A,N/A,N/A,N/A,292.25,926.49,343.3,298.73,15.28,5787.45,51.47
1990 SEP 13, 900913/0000,2.26,0.43,-0.05,26.5,18.1,19.9,38,0,18.74,0,-13.94,N/A,495.54,N/A,870.42,295.58,953.9,353.24,299.61,18.3,5799,163.12
1990 SEP 14, 900914/0000,2.45,-1.55,-2.15,25.21,18.81,21.81,40.62,370.31,559.34,-9.74,-4.96,252.28,252.66,890.37,908.68,294.3,952.17,347.77,298.48,16.95,5714.46,46.85
1990 SEP 17, 900917/0000,4.16,-0.31,-0.58,31.6,15.3,23.3,38.6,116.63,186.51,-159.58,-99.99,270.71,273.02,608.18,629.86,293.83,931.92,349.04,299.84,16.85,5794.55,55.21
1990 SEP 19, 900919/0000,10.06,-2.94,-3.55,10.5,7.3,24.3,31.6,1705.13,1991.96,-0.5,-0.21,143.74,143.14,941.66,945.02,294.76,952.88,349.71,298.88,17.41,5766,34.54
1990 SEP 20, 900920/0000,-2.4,-2.89,-3.53,40.62,22.73,22.94,45.67,713.5,869.3,-20.7,-21.81,237.77,250.39,861.01,861.85,295.82,955.82,354.04,299.69,18.53,5766.34,61.54
1990 SEP 22, 900922/0000,-1.28,-1.94,-2.3,36.1,22.3,23.7,46,511.51,614.98,-0.15,0,209.59,209.24,948.07,954.97,293.94,957.66,345.38,297.62,16.5,5741,53.89
1990 SEP 23, 900923/0000,0.23,-2.21,-2.56,32.12,19.59,23.83,43.42,904.62,1003.46,-118.04,-61.71,173.03,170.83,641.28,677.13,295.3,949.09,352.76,299.78,18.1,5780.28,59.4
1990 SEP 26, 900926/0000,2.5,0.87,0.77,29.1,18.7,22.7,41.4,0,0,0,0,N/A,N/A,N/A,N/A,291.73,938.87,339.31,297.07,14.6,5742.59,49.13
1990 OCT 1, 901001/0000,4.11,-1.6,-2.24,10.3,17.1,21.9,39,268.4,437.1,-9.3,-3.63,302.31,298.77,893.31,916.13,294.24,954.52,347.14,298.21,16.87,5752.65,41
1990 OCT 3, 901003/0000,1.24,-0.12,-0.35,31.5,19.1,22.3,41.4,33.88,85.66,-118.13,-61.44,300.99,295.66,510.98,736.44,294.01,943.19,347.98,299,16.78,5783.41,56.53
1990 OCT 4, 901004/0000,2.82,2.01,1.38,25.3,17.1,22.1,39.2,0,0,0,0,N/A,N/A,N/A,N/A,293.86,957.88,344.98,297.53,16.37,5791.7,46.63
1990 OCT 6, 901006/0000,5.61,4.03,3.18,N/A,13.9,20.9,34.8,0,0,0,0,N/A,N/A,N/A,N/A,292.67,930.42,344.37,298.8,15.65,5809.15,22.49
1990 OCT 7, 901007/0000,6.83,-0.87,-1.9,13.1,13.3,21.3,34.6,434.31,714.83,-12.36,-4.23,176.96,175.13,861.49,910.27,295.41,961.3,351.21,298.78,17.95,5788,36.16
1990 OCT 8, 901008/0000,-0.16,0.06,-0.94,16.7,19.9,22.9,42.8,144.51,267.85,-299.6,-101.55,202.08,202.09,355.09,710.14,294.55,946.95,349.72,299.21,17.28,5807.45,38.78
1990 OCT 9, 901009/0000,3.39,1.32,0.57,N/A,17.1,23.1,40.2,0,0,0,0,N/A,N/A,N/A,N/A,291.42,925.41,340.14,297.96,14.59,5749,26.14
1990 OCT 10, 901010/0000,3.2,0.08,-0.58,21.9,17.7,20.3,38,51.86,208.83,-18.47,-11.44,288.57,292.63,869.07,888.4,294.46,945.02,349.64,299.29,17.24,5730.58,44.52
1990 OCT 11, 901011/0000,0.91,-2.76,-3.82,31,20.2,21.9,42.1,8565.4,8825.92,-1.89,-0.12,N/A,N/A,925.94,944.15,295.26,952.24,352.05,299.43,18.01,5761,44.3
1990 OCT 12, 901012/0000,0.39,-0.04,-0.12,30.82,19.7,21.5,41.2,35.99,114.64,-43.33,-38.62,356.06,478.56,805,812.37,295.52,961.5,351.72,298.88,18.08,5792,55.98
1990 OCT 13, 901013/0000,-2.36,-4.11,-4.64,39.7,22.9,23.9,46.8,1751.62,1885.74,-6.52,-4.02,146.33,146.12,892.14,905.29,295.99,962.67,353.67,299.26,18.61,5760.86,64.15
1990 OCT 14, 901014/0000,-2.42,-3.49,-4.7,41.35,22.55,22.92,45.47,534.6,515.38,-1.41,-0.68,311.36,418.66,920.28,927.75,296.74,962.61,357.27,300.02,19.5,5718.25,66.29
1990 OCT 19, 901019/0000,-0.81,-2.77,-3.4,31.9,20.9,23.5,44.4,1271.13,1457.7,-52.88,-47.14,152.41,152.1,813.28,842.84,295.55,949.53,353.84,299.98,18.35,5778,56.19
1990 OCT 21, 901021/0000,1.74,-0.02,-0.38,32.9,18.7,21.5,40.2,5.98,34.79,-65.11,-33.81,498.93,469.86,654.92,736.69,294.48,947.22,349.37,299.11,17.22,5787.92,60.31
1990 OCT 23, 901023/0000,5.75,3.54,3.52,27.5,15.1,20.1,35.2,17.48,18.32,-1148.04,-1100.59,242.48,242.43,259.44,259.37,291.71,929.87,340.59,297.85,14.79,5748,52.84
1990 OCT 24, 901024/0000,1.66,-0.18,-0.44,34.9,18.7,20.1,38.8,206.81,291.88,-11.18,-6.61,199.36,199.41,872.64,892.43,296.09,960.84,354.48,299.52,18.78,5786,66.12
1990 OCT 25, 901025/0000,-0.15,-2.64,-3.08,34.9,20.5,23.3,43.8,815.55,941.85,-41.47,-29.91,177.6,176.49,833.5,857.66,294.92,941.81,352.27,300.05,17.82,5776,59.47
1990 OCT 26, 901026/0000,2.05,0.53,-0.09,31.7,18.3,21.1,39.4,8.25,66.99,-96.47,-60.27,551.09,444.42,646.02,723.95,294.31,941.86,349.51,299.42,17.14,5789,52.86
1990 OCT 27, 901027/0000,0.94,-1.06,-1.32,33.5,19.7,21.9,41.6,208.46,299.35,-18.44,-10.26,268.7,268.63,816.69,866.22,295.03,957.94,350.05,298.71,17.62,5767.87,60.74
1990 OCT 29, 901029/0000,2.12,1.15,1.04,34.5,17.5,21.9,39.4,1.42,4.11,-443.77,-387.26,280.25,280.39,307.74,307.7,294.86,953.58,350.01,298.93,17.52,5801.63,65.81
1990 NOV 1, 901101/0000,2.58,0.08,-0.06,32.21,18.2,21.71,39.91,214.95,274.02,-47.93,-31.38,311.21,311.62,798.15,824.93,293.54,940.91,346.36,298.73,16.36,5758,56.41
1990 NOV 6, 901106/0000,4.83,0.94,0.08,N/A,15.3,22.3,37.6,348.63,408.84,-473.33,-205.65,198.85,198.69,456.94,448.3,293.47,949.76,344.65,297.87,16.15,5809.46,22.37
1990 NOV 8, 901108/0000,4.04,1.57,1.03,21.03,17.34,20.65,37.99,0,0,0,0,N/A,N/A,N/A,N/A,292.43,940.15,341.87,297.66,15.23,5753.73,42.47
1990 NOV 10, 901110/0000,4.38,0.5,-0.07,12.7,15.9,22.9,38.8,0,11.16,0,-85.83,N/A,432.15,N/A,522.73,293.14,950.18,343.2,297.49,15.81,5755.61,37.05
1990 NOV 12, 901112/0000,2.6,1.28,0.29,33.41,18.08,19.68,37.77,22.99,39.19,-23.85,-17.83,696.75,687,827.22,842.14,294.84,956.7,349.42,298.62,17.42,5768.01,56.92
1990 NOV 15, 901115/0000,1.91,44.61,44.63,29.1,18.9,23.3,42.2,0,0,0,0,N/A,N/A,N/A,N/A,258.26,884.02,271.41,267.6,1.5,5760.69,30.92
1990 NOV 19, 901119/0000,1.47,0.75,0.44,31.4,18.8,21.5,40.3,94.33,123.24,-66.19,-53.2,253.3,253.72,822.97,830.27,294.05,942.22,348.33,299.13,16.88,5799,275.69
1990 NOV 28, 901128/0000,6.51,-1.28,-1.89,19.1,13.3,24.3,37.6,579.51,734.89,-102.37,-13.11,196.16,195.83,715.82,890.99,291.77,924.81,341.62,298.38,14.96,5731,32.61
1990 NOV 29, 901129/0000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.91,144.64,-65.08,-52.75,N/A,N/A,817.92,830.31,293.67,938.58,347.26,299.06,16.52,N/A,44.97
1990 DEC 3, 901203/0000,1.42,-1.28,-1.81,32.1,18.1,24.1,42.2,524.06,617.5,-170.42,-106.49,188.51,187.68,623.77,661.22,293.63,917.32,350.63,300.99,16.92,5781,54.32
1990 DEC 5, 901205/0000,4.38,1.75,1.16,24.3,15.7,21.7,37.4,0,0,0,0,N/A,N/A,N/A,N/A,293.18,939.03,345.11,298.53,16.02,5783.47,43.96
1990 DEC 6, 901206/0000,2.95,2.3,1.95,23.5,17.3,23.3,40.6,0,0,0,0,N/A,N/A,N/A,N/A,290.1,901.97,338.72,298.8,13.69,5772,46.67
1990 DEC 7, 901207/0000,6.46,0.73,0.19,8.3,15.3,19.9,35.2,31.06,54.81,-23.35,-19.39,746.65,735.99,855.04,858.14,289.98,871.89,343.07,301.58,14.09,5758,52.74
1990 DEC 8, 901208/0000,1.21,-2.88,-3.31,31.5,21.3,22.1,43.4,813.6,951.65,-6.81,-3.79,265.22,266.33,910.6,917.94,292.78,934.76,344.15,298.51,15.68,5693.28,48.14
1990 DEC 9, 901209/0000,6,0.2,-0.17,21.3,15.1,23.1,38.2,40.19,132.23,-65.83,-38.47,605.3,491.53,800.6,843.18,289.49,898.13,337.07,298.54,13.24,5692,34.31
1990 DEC 11, 901211/0000,7.83,4.13,3.49,5.3,8.9,25.9,34.8,77.46,78.09,-1801.46,-1574.56,177.94,177.27,231.6,232.22,289.54,907.3,335.85,297.74,13.22,5822.21,23.96
1990 DEC 12, 901212/0000,3.19,2.23,1.92,23.9,17.3,23.3,40.6,0,0,0,0,N/A,N/A,N/A,N/A,290.25,913.85,337.47,297.85,13.64,5763.37,43.76
1990 DEC 14, 901214/0000,9.17,8.03,7.75,19.1,11.9,17.9,29.8,0,0,0,0,N/A,N/A,N/A,N/A,288.94,909.34,333.4,296.93,12.6,5762.69,39.8
1990 DEC 16, 901216/0000,4.51,-1.93,-2.67,13.5,17.9,22.3,40.2,1227.47,1469.29,-6.99,-2.91,153.7,152.99,908.73,921.78,292.21,944.96,340.26,297.01,15,5691.44,28.94
1990 DEC 20, 901220/0000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.86,25.72,-46.83,-35.79,779.34,620.7,830.39,847.63,291.34,932.74,338.73,297.22,14.32,N/A,35.34
1990 DEC 23, 901223/0000,4.71,2.05,1.85,30.1,15.5,22.5,38,47.9,66.52,-579.58,-525.97,272.9,273.52,409.32,417.73,291.09,913.16,340.78,298.78,14.42,5791.69,51.64
1990 DEC 28, 901228/0000,11.31,8.53,7.96,19.7,8.7,18.7,27.4,0,0,0,0,N/A,N/A,N/A,N/A,288.3,901.47,332.3,297.01,12.21,5772.4,28.45
1990 DEC 30, 901230/0000,-0.69,-2.28,-2.88,37.9,21.7,23.5,45.2,2060.99,2223.97,-41.45,-31.34,141.91,141.92,840.71,854.3,292.94,922.51,346.78,299.79,16.12,5730,48.38
1991 JAN 4, 910104/0000,2.38,0.1,-0.62,27.7,17.9,24.9,42.8,278.69,362.16,-262.2,-155.96,184.14,180.54,488.7,691.92,291.27,927.62,339.23,297.62,14.34,5730.89,34.99
1991 JAN 5, 910105/0000,-0.46,-1.17,-1.69,14.9,21.1,22.9,44,1220.27,1332.93,-163.59,-52.16,141.39,140.51,580.45,649.29,294.06,946.83,347.59,298.72,16.76,5780.58,43.9
1991 JAN 6, 910106/0000,-1.72,-7.54,-8.41,19,23,28,51,2082.29,2336.07,-28.18,-12.28,127.25,126.44,867.96,891.53,293.11,930.82,346.15,299.21,16.18,5750.62,33.46
1991 JAN 7, 910107/0000,3.82,2.79,2.29,17.1,16.1,22.1,38.2,0.3,3.95,-595.75,-440.66,437.34,424.56,449.19,454.12,291.86,921.9,342.43,298.75,15.05,5782,39.82
1991 JAN 8, 910108/0000,1.75,-4.48,-5.23,19.5,19.7,23.9,43.6,1873.9,2122.22,-11.09,-6.79,135.65,134.38,902.36,915.79,294.47,952.62,348.44,298.6,17.09,5713,39.75
1991 JAN 9, 910109/0000,0.31,-1.38,-1.99,19.7,18.9,24.9,43.8,1020.23,1093.21,-319.96,-186.05,N/A,N/A,525.14,617.25,295.29,959.71,350.95,298.81,17.85,5812,50.5
1991 JAN 10, 910110/0000,4.23,0.34,-0.18,22.1,17.3,20.5,37.8,155.95,296.41,-20.85,-12.82,257.21,258.61,871.04,887.98,292.84,933.13,344.63,298.72,15.77,5740.92,41.01
1991 JAN 11, 910111/0000,-1.45,-3.14,-4.18,37.7,21.9,23.9,45.8,615.07,804.77,-27.6,-24.71,200.91,200.93,836.08,852.5,295.07,950.84,351.4,299.38,17.78,5781.63,47.92
1991 JAN 12, 910112/0000,1.24,-0.29,-1.28,35.1,19.3,21.5,40.8,365.2,453.7,-55.87,-39.79,175.51,174.21,787.7,822.42,293.66,924.48,349.54,300.35,16.76,5793,274.22
1991 JAN 13, 910113/0000,4.48,2.52,1.64,N/A,16.3,19.7,36,0,1.29,0,-45.01,N/A,796.78,N/A,818.76,292.69,925.79,345.2,299.24,15.74,5791.95,30.96
1991 JAN 15, 910115/0000,6.61,0.53,-0.28,N/A,15.1,20.1,35.2,510.61,652.51,-29.57,-20.3,147.36,146.66,868.76,880.37,292.98,946.51,343.1,297.63,15.66,5742,24.24
1991 JAN 16, 910116/0000,7.91,1.33,0.56,N/A,12.1,22.1,34.2,0,0,0,0,N/A,N/A,N/A,N/A,291.92,931.92,341.09,297.88,14.86,5772,25.31
1991 JAN 17, 910117/0000,-0.6,-2.14,-3.01,33.1,21.1,24.9,46,1325.3,1503.72,-90.4,-78.94,124.75,124.92,808.61,820.03,292.63,923.37,345.33,299.39,15.7,5761,42.01
1991 JAN 18, 910118/0000,-1.6,-4.19,-4.51,36.49,22.34,26.84,49.18,1433.9,1505.26,-80.43,-47.79,168.02,152.35,726.96,747.23,292.34,924.86,343.91,298.96,15.47,5654.51,53.66
1991 JAN 22, 910122/0000,2.83,-2.37,-3.31,14.9,18.1,23.1,41.2,2315.63,2600.94,-25.67,-13.04,117.43,116.59,861.63,891.29,293.97,944.67,347.58,298.82,16.77,5712,32.75
1991 JAN 24, 910124/0000,5.07,-2.01,-2.86,8.3,17.1,21.3,38.4,1842.61,2114.2,-2.53,-1.28,121.82,121.3,930.16,935.98,293.38,948.13,344.49,297.9,16.05,5712.13,31.17
1991 JAN 25, 910125/0000,4.26,19.68,19.52,N/A,16.5,21.5,38,0,0,0,0,N/A,N/A,N/A,N/A,263.32,644.07,307.39,298.62,2.94,5782.95,10.47
1991 JAN 26, 910126/0000,8.81,7.82,7.28,N/A,11.7,19.7,31.4,0,0,0,0,N/A,N/A,N/A,N/A,287.24,884.31,331.23,297.53,11.68,5754,22.01
1991 JAN 28, 910128/0000,7.85,0.17,-0.7,N/A,13.3,20.3,33.6,394.24,611.71,-34.29,-23.13,211.15,210.7,872.38,890.14,293.06,936.4,345.06,298.64,15.97,5735,24.51
1991 JAN 29, 910129/0000,7.65,-2.89,-3.82,N/A,10.9,24.9,35.8,1832.64,2117.98,-0.83,-0.68,N/A,N/A,945.49,946.18,294.64,963.77,347.38,297.78,17.08,5741,23.16
1991 JAN 31, 910131/0000,5.65,3.27,2.48,N/A,15.9,18.7,34.6,3.7,32.16,-830.33,-25.8,280.11,283.03,310.06,854.66,292.02,930.28,341.75,298.14,15,5772.52,22.2
1991 FEB 1, 910201/0000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.97,142.69,-45.65,-34.92,612.42,N/A,851.56,863.59,293.77,941.91,347.16,298.87,16.57,N/A,43.01
1991 FEB 2, 910202/0000,2.54,-1.99,-2.92,32.5,18.9,21.9,40.8,1863.78,2099.76,-5.13,-1.37,155.45,155.07,915.04,925.36,293.45,930.79,347.61,299.56,16.46,5741.83,40.08
1991 FEB 4, 910204/0000,2.75,-0.95,-1.8,31.9,18.1,23.1,41.2,128.81,253.56,-65.97,-40.01,N/A,N/A,808.02,838.13,292.75,932.68,344.33,298.65,15.67,5732,36.1
1991 FEB 8, 910208/0000,7.02,-0.11,-0.81,N/A,12.5,24.5,37,423.9,562.55,-190.45,-53.48,156.73,155.47,375.58,368.4,290.92,925.03,338.29,297.51,14.19,5469.92,18.67
1991 FEB 10, 910210/0000,11.49,-0.23,-1.06,N/A,5.5,23.5,29,584.4,745.39,-207.83,-7.64,N/A,N/A,612.61,905.93,293.48,957.1,343.52,297.2,15.97,5745,24.75
1991 FEB 11, 910211/0000,2.04,-2.11,-2.96,N/A,19.1,23.7,42.8,553.94,805.29,-81.97,-16.95,N/A,N/A,634.29,870.97,293.07,941.76,344.24,298.18,15.87,5744.91,22.72
1991 FEB 12, 910212/0000,N/A,N/A,N/A,N/A,N/A,19.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,297.01,N/A,5722,0
1991 FEB 17, 910217/0000,6.71,1.58,0.86,N/A,13.1,23.1,36.2,0,0,0,0,N/A,N/A,N/A,N/A,291.6,934.13,339.5,297.37,14.61,5734.09,19.91
1991 FEB 18, 910218/0000,5.57,0.58,-0.23,N/A,13.9,23.9,37.8,7.48,35.61,-168.62,-131.64,746.92,523.82,783.02,792.6,292.05,926.4,342.47,298.54,15.18,5542.13,31.21
1991 FEB 19, 910219/0000,6.27,-0.7,-1.26,12.9,12.9,24.9,37.8,26.65,93.39,-208.91,-70.08,464.75,455.3,586.51,818.69,291.3,912.73,341.65,299.02,14.66,5830,31.02
1991 FEB 20, 910220/0000,-6.36,-8.08,-8.74,36.53,27,31.76,58.76,951.35,1081.39,-118.11,-104.08,N/A,N/A,777.16,748.87,292.02,930.2,341.78,298.15,14.99,5622.05,52.36
1991 FEB 21, 910221/0000,8.57,2.18,1.46,N/A,12.9,19.9,32.8,49.08,106.13,-26,-11.64,284.17,284.86,850.43,886.76,291.74,940.93,339.03,296.9,14.64,5764.23,19.99
1991 FEB 24, 910224/0000,6.84,1.52,0.76,9.7,12.9,22.9,35.8,330.24,434.6,-141.86,-85.46,239.74,239.51,729.17,781.23,290.9,909.51,340.61,298.91,14.46,5745,27.37
1991 FEB 25, 910225/0000,3.23,-1.87,-2.89,25.7,17.7,21.7,39.4,1607.75,1898.53,-108.99,-95.34,N/A,N/A,858.74,866.22,293.72,919.89,350.6,300.85,16.91,5764,36.7
1991 FEB 26, 910226/0000,-0.54,-1.28,-2.32,32.3,20.9,22.3,43.2,1058.53,1273.52,-54.83,-56.65,188.43,187.74,833.92,839.89,295.27,957.31,351.25,299,17.96,5775,50.74
1991 FEB 27, 910227/0000,0.75,-3.57,-4.28,34.7,20.5,23.7,44.2,2207.24,2367.28,-36.7,-26.97,138.73,137.4,869.25,881.65,293.33,924.55,348.11,300,16.41,5743,50.1
1991 FEB 28, 910228/0000,-2.6,-5.08,-5.82,36.7,23.9,24.5,48.4,2427.92,2619.83,-10.8,-9.87,128.21,127.83,912.95,917.17,295.08,959,350.12,298.66,17.63,5732,51.24
1991 MAR 1, 910301/0000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,123.17,205.86,-28.42,-24.26,N/A,N/A,824.83,845.63,295.33,950.91,352.6,299.63,18.07,N/A,45.56
1991 MAR 2, 910302/0000,-0.76,-0.04,-1.02,33.3,20.5,23.1,43.6,5.99,62.97,-240.45,-152.93,272.93,280.94,501.26,674.24,294.58,949.74,349.42,298.97,17.26,5802,49.53
1991 MAR 5, 910305/0000,-0.19,-4.75,-5.59,32.1,21.3,22.9,44.2,2792.92,3048.59,-9.53,-7.58,135.56,134.08,909.78,916.44,295.93,953.46,354.97,300.01,18.71,5752,50.04
1991 MAR 6, 910306/0000,3.03,0.76,0.19,32.1,17.3,20.9,38.2,406.09,507.37,-61.26,-34.05,245.44,244.24,757.9,780.93,294.04,935.35,349.4,299.73,17.02,5780,55.13
1991 MAR 8, 910308/0000,3.72,-1.27,-1.96,32.5,16.1,23.1,39.2,1089.25,1258.12,-62.48,-31.1,191.38,189.86,788.81,827.72,294.68,945.07,350.64,299.51,17.53,5772.08,51.09
1991 MAR 9, 910309/0000,0.47,-2.9,-3.8,34.9,18.9,24.9,43.8,3175.36,3396.53,-94.81,-60.3,110.27,108.58,772.29,791.09,295.41,943.47,354.22,300.4,18.35,5778.57,48.46
1991 MAR 10, 910310/0000,-1.01,-2.53,-3.6,30.1,21.1,23.7,44.8,1072.41,1353.41,-42,-33.7,N/A,N/A,834.79,841.6,295.32,951,352.54,299.63,18.07,5760.44,41.65
1991 MAR 11, 910311/0000,1.66,-0.52,-1.63,23.1,18.7,20.7,39.4,931.03,1218.59,-20.01,-15.51,147.69,147.47,856.26,875.15,295.75,955.9,353.68,299.61,18.45,5790,44.26
1991 MAR 13, 910313/0000,-0.7,-5.21,-6.32,15.1,21.3,24.7,46,2760.12,3103.38,-10.65,-5.05,135.06,133.48,890.31,910.49,295.6,950.4,353.95,299.96,18.44,5769.1,36.98
1991 MAR 14, 910314/0000,1.46,-0.61,-1.71,8.3,18.9,20.9,39.8,1014.47,1258.77,-6.66,-4.34,N/A,N/A,911.74,919.83,295.3,945.49,353.37,300.1,18.16,5798.32,39.7
1991 MAR 15, 910315/0000,-1.63,-4.02,-5.19,N/A,21.9,23.7,45.6,2442.09,2850.39,-15.5,-9.96,139.48,138.6,872.97,890.46,296,950.52,355.79,300.35,18.87,5780.29,27.92
1991 MAR 16, 910316/0000,-0.2,-3.75,-4.78,19.9,21.5,22.9,44.4,2015.24,2286.91,-7.95,-5.79,145.82,145.46,905.87,913.09,294.84,947.99,350.86,299.41,17.59,5749.99,39.76
1991 MAR 17, 910317/0000,0.15,-4.42,-5.43,22.9,20.7,24.5,45.2,2449.18,2729.23,-29.17,-17.01,125.81,125.4,867.65,886.59,294.04,928.9,350.46,300.32,17.13,5751,37.39
1991 MAR 18, 910318/0000,4.25,-3.83,-4.88,N/A,13.9,26.9,40.8,2385.42,2712.47,-111.13,-70.24,141.82,141.1,817.04,835.16,294.55,935.47,351.66,300.25,17.55,5782,28.43
1991 MAR 19, 910319/0000,2.49,-5.06,-6.41,14.08,16.68,24.68,41.36,3002.75,3424.44,-29.49,-12.4,129.45,128.8,842.41,893.97,297.42,956.73,361.71,301.22,20.46,5779.53,37.75
1991 MAR 20, 910320/0000,0.81,-3.13,-4.16,29.5,18.7,25.7,44.4,1099.74,1345.32,-3.6,-2.7,170.25,169.98,925.74,928.21,295.07,954.58,350.82,299.04,17.71,5750,40.56
